title,organizer,field,region,city,event_type,start_date,end_date
O‘zbekiston podologlari IV kongressi “Innovatsion texnologiyalar va zamonaviy podologiya”,Respublika ixtisoslashtirilgan dermatovenerologiya va kosmetologiya ilmiy-amaliy tibbiy markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-06-03,2026-06-03
Zamonaviy farmatsevtika sohasini rivojlanishining                   dolzarb masalalari va tendensiyalari.,Farmatsevtika Ta’lim va tadqiqot instituti,"Tibbiyot, farmakologiya va sport",Toshkent,"Yunusobod tumani, Toshkent shahri",Anjuman,2026-10-14,2026-10-15
Talabalar tibbiyot ilmining zamonaviy yutuqlari VI talabalar xalqaro ilmiy-amaliy konferensiyasi,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-05-01,2026-05-01
Zamonaviy kardiologiya: profilaktikadan — yuqori texnologiyalargacha,Respublika ixtisoslashtirilgan kardiologiya ilmiy amaliy tibbiyot markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Anjuman,2026-10-02,2026-10-03
"“Kardiometabolik akademiya” O‘zbekiston kardiologlari, terapevtlar va endokrinologlarining xalqaro ishtirok bilan ilmiy-amaliy konferensiyasi",Respublika ixtisoslashtirilgan kardiologiya ilmiy amaliy tibbiyot markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Anjuman,2026-11-20,2026-11-20
"""Arterial gipertoniyada zamonaviy davolash standartlari” — O‘zbekiston va xorijdan taklif qilingan spiker ishtirokida ilmiy- amaliy konferensiyasi",Respublika ixtisoslashtirilgan kardiologiya ilmiy amaliy tibbiyot markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Anjuman,2026-02-04,2026-02-04
III «Yosh psixiatr va narkologlarning bahorgi Samarqand ilmiy maktabi»,Respublika ixtisoslashtirilgan ruhiy salomatlik ilmiy-amaliy tibbiyot markazi,"Tibbiyot, farmakologiya va sport",Samarqand,"Samarqand shahri, Samarqand viloyati",Anjuman,2026-04-08,2026-04-12
“Sog‘lom ovqatlanishni aholi salomatligidagi o‘rni”,Farg‘ona jamoat salomatligi tibbiyot instituti,"Tibbiyot, farmakologiya va sport",Farg'ona,"Farg‘ona shahri, Farg‘ona viloyati",Anjuman,2026-10-17,2026-10-17
“Respirator tibbiyotda innovatsion texnologiyalar” IX xalqaro pulmoforum,Tibbiyot xodimlarining kasbiy malakasini rivojlantirish markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Forum,2026-09-18,2026-09-18
Hayot sifatini yaxshilash. gerontologiya va geriatriyaning dolzarb masalalar,Tibbiyot xodimlarining kasbiy malakasini rivojlantirish markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Anjuman,2026-10-20,2026-10-20
“Birlamchi tibbiy yordam: rivojlanish strategiyasi” - III xalqaro oilaviy tibbiyot forumi,Tibbiyot xodimlarining kasbiy malakasini rivojlantirish markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Forum,2026-10-21,2026-10-21
Otorinolaringologiya va bosh- bo‘yin kasalliklarini tashxislash va davolashda yuqori texnologik usullar,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-10-16,2026-10-17
"""Abu Ali ibn Sino va zamonaviy farmatsevtikada innovatsiyalar"" mavzusidagi IX xalqaro ilmiy- amaliy anjuman",Toshkent farmatsevtika instituti,"Tibbiyot, farmakologiya va sport",Toshkent,"Mirobod tumani, Toshkent shahri",Anjuman,2026-05-28,2026-05-28
“Farmatsevtika sohasining bugungi holati: muammolar va istiqbollar” mavzusidagi VII xalqaro ilmiy- amaliy anjuman,Toshkent farmatsevtika instituti,"Tibbiyot, farmakologiya va sport",Toshkent,"Mirobod tumani, Toshkent shahri",Anjuman,2026-09-25,2026-09-25
"“Tibbiy ta’limda psixologiya, til, tafakkur hamda sun’iy intellekt integratsiyasi: nazariya, amaliyot va istiqbollar”",Farg‘ona jamoat salomatligi tibbiyot instituti,"Tibbiyot, farmakologiya va sport",Farg'ona,"Farg‘ona shahri, Farg‘ona viloyati",Anjuman,2026-11-26,2026-11-26
"XXIII astma va allergiyaga qarshi kurash kuniga bag‘ishlangan “Ekologiya, jamiyat salomatligi va allergiya” xalqaro ilmiy-amaliy anjumani.",Xalqaro molekulyar allergologiya markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-05-21,2026-05-21
Rossiya-O‘zbekiston nevrologlarining 10- forumi,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-03-27,2026-03-28
“Zamonaviy tibbiyotning dolzarb muammolari” mavzusidagi Yosh olimlar Xalqaro anjumanini,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-04-17,2026-04-17
Amaliy dermatovenerologiyaning zamonaviy muammolari xalqaro ilmiy-amaliy konferensiyasi,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-03-14,2026-03-14
Fundamental tibbiyot:nazariyadan amaliyotgacha,Toshkent tibbiyot akademiyasi Termiz filiali,"Tibbiyot, farmakologiya va sport",Surxondaryo,"Termiz shahri, Surxondaryo viloyati",Anjuman,2026-05-15,2026-05-15
Amaliy dermatovenerologiyaning zamonaviy muammolari xalqaro ilmiy-amaliy konferensiyasi,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-03-14,2026-03-14
Endokrinologiyada dolzarb masalalar va yechimlar,Toshkent tibbiyot akademiyasi Termiz filiali,"Tibbiyot, farmakologiya va sport",Surxondaryo,"Termiz shahri, Surxondaryo viloyati",Anjuman,2026-03-30,2026-03-30
EMU Sammiti: Global aloqalar va raqamli renessans,EMU UNIVERSITY,"Tibbiyot, farmakologiya va sport",Toshkent,"Yakkasaroy tumani, Toshkent shahri",Anjuman,2026-10-26,2026-10-31
Tibbiy turizm,EMU UNIVERSITY,"Tibbiyot, farmakologiya va sport",Toshkent,"Yakkasaroy tumani, Toshkent shahri",Anjuman,2026-11-09,2026-11-09
“Avitsenna izdoshlari” VI- Xalqaro talabalar fan olimpiadasi,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-03-20,2026-03-21
Andrologiya va reproduktologiyaning dolzarb muammolari,EMU UNIVERSITY,"Tibbiyot, farmakologiya va sport",Toshkent,"Yakkasaroy tumani, Toshkent shahri",Anjuman,2026-04-03,2026-04-04
"""Ayollar salomatligi"" V xalqaro fanlararo forum",Tibbiyot xodimlarining kasbiy malakasini rivojlantirish markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Forum,2026-02-27,2026-02-27
"«Ichki kasalliklar klinikasida kasalliklarni aniqlash, davolash va ularning oldini olishga oid dolzarb masalalar» «Inson va salomatlik» XIII xalqaro kongressi",Tibbiyot xodimlarining kasbiy malakasini rivojlantirish markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Kongress,2026-03-26,2026-03-27
Patologiyada raqamli texnologiyalar: istiqbollari va chaqiruvlar,Tibbiyot xodimlarining kasbiy malakasini rivojlantirish markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Anjuman,2026-05-15,2026-05-15
Gastroenterologiya maktabi XII xalqaro gastroforum,Tibbiyot xodimlarining kasbiy malakasini rivojlantirish markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Forum,2026-11-13,2026-11-13
Tibbiyot mohirlari VI tibbiy amaliy ko‘nikmalar xalqaro olimpiadasi,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-10-30,2026-10-31
Kurash sportining nazariy-amaliy muammolari,O‘zbekiston davlat jismoniy tarbiya va sport universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Chirchiq shahri, Toshkent viloyati",Anjuman,2026-04-10,2026-04-11
"""Immunologiya va tibbiy genetikaning fanlararo muammolari . Pediatriya va klinik immunologiyada orfan (kam uchraydigan) kasalliklar""",Toshkent tibbiyot akademiyasi Urganch filiali,"Tibbiyot, farmakologiya va sport",Xorazm,"Xiva shahri, Xorazm viloyati",Anjuman,2026-04-23,2026-04-24
Leyshmaniozni diagnostika qilish va davolash,Samarqand davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Samarqand,"Samarqand shahri, Samarqand viloyati",Anjuman,2026-09-21,2026-09-24
"Urganch davlat tibbiyot institutida ""Tibbiyot OTM talabalari o‘rtasida III Xalqaro fan olimpiadasi Urganch-2030""",Toshkent tibbiyot akademiyasi Urganch filiali,"Tibbiyot, farmakologiya va sport",Xorazm,"Urganch shahri, Xorazm viloyati",Anjuman,2026-05-22,2026-05-23
Fútbol sport turlarida mashg‘ulotlami tashkil etishning zamonaviy muammolari,O‘zbekiston davlat jismoniy tarbiya va sport universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Chirchiq shahri, Toshkent viloyati",Anjuman,2026-12-10,2026-12-10
O‘zbekistonda perinatal tibbiyot: bugun va ertaga,Respublika ixtisoslashtirilgan ona va bola salomatligi ilmiy- amaliy tibbiyot markazi (RIOvaBSIATM),"Tibbiyot, farmakologiya va sport",Andijon,"Andijon shahri, Andijon",Anjuman,2026-09-17,2026-09-19
“Zamonaviy neyrogenetika: genomdan terapiyagacha”,Respublika ixtisoslashtirilgan ona va bola salomatligi ilmiy- amaliy tibbiyot markazi (RIOvaBSIATM),"Tibbiyot, farmakologiya va sport",Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Anjuman,2026-09-24,2026-09-25
"""Zamonaviy yondashuvlar va stomatologik kasalliklarni oldini olishda innovatsion yechimlar” xalqaro ilmiy-amaliy anjuman",Abu Ali ibn Sino nomidagi Buxoro davlat tibbiyot instituti,"Tibbiyot, farmakologiya va sport",Buxoro,"Buxoro shahri, Buxoro",Anjuman,2026-03-27,2026-03-28
"Urganch davlat tibbiyot instituti ""Klinik anatomiya va gistologiya"" kafedrasi mudiri, dotsent Ruzmetov Ulug‘bek Avazmatovichning 70 yilligiga bag‘ishlangan “Zamonaviy tibbiyotda morfologiyaning asoslari, muammolari va yechimlari”",Toshkent tibbiyot akademiyasi Urganch filiali,"Tibbiyot, farmakologiya va sport",Xorazm,"Urganch shahri, Xorazm viloyati",Anjuman,2026-09-25,2026-09-26
Nerv to‘qimasining kasalliklarini davolashda ustun hujayralarning roli:multidisiplinar yondashuv I ilmiy-amaliy konferensiya,Samarqand davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Samarqand,"Samarqand shahri, Samarqand viloyati",Anjuman,2026-02-27,2026-02-28
"Og‘ir atletika sport turi, zamonaviy beshkurash va ot sportida mashg‘ulotlami tashkil etishning zamonaviy ilmiy-uslubiy asoslari va amaliyoti",O‘zbekiston davlat jismoniy tarbiya va sport universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Chirchiq shahri, Toshkent viloyati",Anjuman,2026-11-27,2026-11-27
Infeksiyalar va jamoat salomatligi: dolzarb muammolari va ularning yechimlari,Toshkent tibbiyot akademiyasi Urganch filiali,"Tibbiyot, farmakologiya va sport",Xorazm,"Urganch shahri, Xorazm viloyati",Anjuman,2026-06-05,2026-06-06
“To‘raqulov o‘qishlari” doirasida O‘zbekiston endokrinologlarining IV xalqaro Kongressi,Akademik Y.X. To‘raqulov nomidagi respublika ixtisoslashtirilgan ilmiy- amaliy endokrinologiya tibbiyot markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Kongress,2026-10-15,2026-10-16
Kam invaziv xirurgiya bo‘yicha xalqaro konferensiya va master- klass,Bolalar Milliy Tibbiyot Markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Yashnobod tumani, Toshkent shahri",Anjuman,2026-03-30,2026-04-03
Kardiovaskulyar kasalliklarni erta tashhislash va samarali davolashda zamonaviy yondashuvlar,Osiyo xalqaro universiteti,"Tibbiyot, farmakologiya va sport",Buxoro,"Buxoro shahri, Buxoro",Anjuman,2026-04-24,2026-04-25
Raqamli transformatsiya davrida ta’lim va tibbiyot: ilmiy izlanishlar va amaliy innovatsiyalar,Buxoro innovatsion ta’lim va tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Buxoro,"Buxoro shahri, Buxoro",Anjuman,2026-10-16,2026-10-17
Travmatologiya va ortopediyada zamonaviy texnologiyalarni qo‘llashning ilmiy asoslari va amaliy natijalari,Respublika ixtisoslashtirilgan travmatologiya va ortopediya ilmiy amaliy tibbiyot markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Yashnobod tumani, Toshkent shahri",Kongress,2026-10-23,2026-10-23
“Stomatologiyada sun’iy intellektning istiqbollari” mavzusidagi II xalqaro ilmiy- amaliy kongressi,Samarqand davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Samarqand,"Samarqand shahri, Samarqand viloyati",Kongress,2026-10-09,2026-10-10
Bolalar onkologiyasi va gematologiyasi bo‘yicha Ikkinchi xalqaro kongress,"Bolalar onkologiyasi, gematologiyasi va immunologiyasi ilmiy-amaliy tibbiyot markazi","Tibbiyot, farmakologiya va sport",Toshkent,"Chilonzor tumani, Toshkent shahri",Kongress,2026-11-05,2026-11-06
Urologik kasalliklarini davolashga innovatsion yondashuv,Andijon davlat tibbiyot instituti,"Tibbiyot, farmakologiya va sport",Andijon,"Andijon shahri, Andijon",Anjuman,2026-10-13,2026-10-13
“Koloroproktologiyaning dolzarb masalalari - yutuqlar va innovatsiyalar” mavzusidagi III xalqaro koloproktologlar anjumani,Tibbiyot xodimlarining kasbiy malakasini rivojlantirish markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Anjuman,2026-10-16,2026-10-17
Bolalar salomatligini muhofaza qilishning fanlararo jihatlar,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-06-18,2026-06-18
Bolalar va o‘smirlar salomatligini muhofaza qilish sohasidagi innovatsion texnologiyalar,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-04-08,2026-04-08
Terapevtik kasalliklarni davolash va oldini olishning zamonaviy masalalari,Qoraqalpog‘iston tibbiyot instituti,"Tibbiyot, farmakologiya va sport",Qoraqalpog'iston,"Nukus shahri, Qoraqalpog‘iston Respublikasi",Anjuman,2026-10-23,2026-10-24
O‘zbekiston Bolalar Urologlari Jamiyatining uchinchi xalqaro konferensiyasi,Bolalar Milliy Tibbiyot Markazi,"Tibbiyot, farmakologiya va sport",Qoraqalpog'iston,"Nukus shahri, Qoraqalpog‘iston Respublikasi",Anjuman,2026-05-07,2026-05-08
Bolalar tibbiyotidagi innovatsion texnologiyalar,Bolalar Milliy Tibbiyot Markazi,"Tibbiyot, farmakologiya va sport",Qoraqalpog'iston,"Nukus shahri, Qoraqalpog‘iston Respublikasi",Anjuman,2026-10-15,2026-10-16
"Epilepsiya: innovatsiyalar prizmasi orqali: zamonaviy algoritmlar, shaxsiylashtirilgan terapiya va proksimal holat",Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-10-23,2026-10-23
Stomatologiya va yuz- jag‘jarroxligining dolzarb muammolar; O‘zbekiston stomato- loglarining 9 — syezdi; Bolalar stomatologiyasi kafedrasining 50 yilligi-ga bag‘ishlangan anjuman,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-05-29,2026-05-30
Patologiyada raqamli texnologiyalar: istiqbollari va chaqiruvlar,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-05-15,2026-05-15
Zamonaviy immunoterapiya va immunodiagnostika yutuqlari,Samarqand davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Samarqand,"Samarqand shahri, Samarqand viloyati",Anjuman,2026-10-15,2026-10-16
"""Sog‘liqni saqlashda innovatsion texnologiyalar: tibbiyot ichida yangi imkoniyatlar"" - V ilmiy- amaliy konferensiya",Samarqand davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Samarqand,"Samarqand shahri, Samarqand viloyati",Anjuman,2026-04-03,2026-04-04
IOC-2026,Respublika ixtisoslashtirilgan ko‘z mikroxirurgiyasi ilmiy- amaliy tibbiyot markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Uchtepa tumani, Toshkent shahri",Kongress,2026-10-02,2026-10-03
Revmatologiyaning VIII- Yevroosiyo Kongressi,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Samarqand,"Samarqand shahri, Samarqand viloyati",Anjuman,2026-10-09,2026-10-10
“Vohidov o‘qishlari - 2026” “Xirurgiya xizmatining birlamchi sog‘likni saqlash bo‘g‘ini bilan sinergiyasi” mavzusidagi Abdulla Matkarimovich Xudaybergenovning 90 yilligiga bag‘ishlangan XXX Respublika ilmiy-amaliy anjumani,Akademik V.Vohidov nomidagi Respublika ixtisoslashtirilgan xirurgiya ilmiy-amaliy tibbiyot markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Chilonzor tumani, Toshkent shahri",Anjuman,2026-09-25,2026-09-26
"“Fundamental, amaliy tibbiyot va farmatsiya yutuqlari” nomli 80- xalqaro ilmiy-amaliy konferensiya",Samarqand davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Samarqand,"Samarqand shahri, Samarqand viloyati",Anjuman,2026-05-15,2026-05-16
Stomatologiya va yuz-jag‘ jarrohligi stomatologik kasalliklarni tashxislash va davolashning zamonaviy texnologiyalari bo‘yicha xalqaro ilmiy-amaliy konferensiya,Alfraganus universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Yunusobod tumani, Toshkent shahri",Anjuman,2026-04-16,2026-04-17
VII Xalqaro tibbiyot oliy o‘quv yurtlari talabalari olimpiadasi “Samarqand - 2020”,Samarqand davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Samarqand,"Samarqand shahri, Samarqand viloyati",Anjuman,2026-12-11,2026-12-12
Oftalmologiya bugun va kelajak nigohida,Abu Ali ibn Sino nomidagi Buxoro davlat tibbiyot instituti,"Tibbiyot, farmakologiya va sport",Buxoro,"Buxoro shahri, Buxoro",Anjuman,2026-12-04,2026-12-05
Yosh olimlar ishtirokidagi xalqaro ilmiy-amaliy konferensiya “Bolalar onkologiyasi va gematologiyasining dolzarb masalalari”,"Bolalar onkologiyasi, gematologiyasi va immunologiyasi ilmiy-amaliy tibbiyot markazi","Tibbiyot, farmakologiya va sport",Toshkent,"Chilonzor tumani, Toshkent shahri",Kongress,2026-12-19,2026-12-19
Pediatrik onkologiya bo‘yicha EURO Master kursi. 2-modul (Markaziy nerv tizimi o‘smalari va ekstrakranial solid o‘smalar),"Bolalar onkologiyasi, gematologiyasi va immunologiyasi ilmiy-amaliy tibbiyot markazi","Tibbiyot, farmakologiya va sport",Toshkent,"Chilonzor tumani, Toshkent shahri",Seminar,2026-05-19,2026-05-23
Bemorlarning hayot sifatini yaxshilash muammolari va istiqbollari,Tibbiyot xodimlarining kasbiy malakasini rivojlantirish markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Anjuman,2026-05-21,2026-05-21
Tibbiy reabilitatsiya: yutuqlar va istiqbollar,Samarqand davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Samarqand,"Samarqand shahri, Samarqand viloyati",Anjuman,2026-06-05,2026-06-06
Innovatsiyalarni travmatologiya va ortopediyasidagi rivojlanishi.,Toshkent Kimyo xalqaro universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Yakkasaroy tumani, Toshkent shahri",Anjuman,2026-09-11,2026-09-12
Gemofiliya bilan og‘rigan bemorlarni davolashda yangi yondashuvlar,Respublika ixtisoslashtirilgan gematologiya ilmiy-amaliy tibbiyot markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Chilonzor tumani, Toshkent shahri",Seminar,2026-05-29,2026-05-29
“Pediatriyada innovatsion texnologiyalar” VII xalqaro fanlararo forum,Tibbiyot xodimlarining kasbiy malakasini rivojlantirish markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Forum,2026-04-24,2026-04-24
"Raqamli tibbiyot: klinik imkoniyatlar, tartibga solishdagi o‘zgarishlar va joriy qilishdagi to‘siqlar simpoziumi",Toshkent Kimyo xalqaro universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Yakkasaroy tumani, Toshkent shahri",Kongress,2026-04-11,2026-04-12
"Infeksion kasalliklar bo’yicha xalqaro hamkorlik: ilmiy yutuqlar, klinik amaliyot va profilaktikadagi innovatsiyalar",Abu Ali ibn Sino nomidagi Buxoro davlat tibbiyot instituti,"Tibbiyot, farmakologiya va sport",Buxoro,"Buxoro shahri, Buxoro",Anjuman,2026-04-17,2026-04-18
Allergologiya va immunologiyaning fanlararo jihatlari,Respublika ixtisoslashtirilgan allergologiya va klinik immunologiya ilmiy-amaliy tibbiyot markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Kongress,2026-11-20,2026-11-21
Anesteziologiya va intensiv terapiyada immunologiyaning dolzarb muammolari,Abu Ali ibn Sino nomidagi Buxoro davlat tibbiyot instituti,"Tibbiyot, farmakologiya va sport",Buxoro,"Buxoro shahri, Buxoro",Anjuman,2026-10-23,2026-10-24
"UrDTI ""Asab kasalliklari, tibbiy psixologiya va psixoterapiya"" kafedrasi professori Kilichev Ibadulla Abdullayevichning 70 yilligiga bag‘ishlangan “Zamonaviy tibbiyotda nevrologiyaning dolzarb muammolari va kelajakdagi istiqbolli rejalar”",Toshkent tibbiyot akademiyasi Urganch filiali,"Tibbiyot, farmakologiya va sport",Xorazm,"Urganch shahri, Xorazm viloyati",Anjuman,2026-10-30,2026-10-31
Zamonaviy gematologiyaning muammolari va istiqbollari,Abu Ali ibn Sino nomidagi Buxoro davlat tibbiyot instituti,"Tibbiyot, farmakologiya va sport",Buxoro,"Buxoro shahri, Buxoro",Anjuman,2026-04-27,2026-04-28
O‘zbekiston shoshilinch tibbiy yordam vrachlari VI syezdi,Respublika shoshilinch tibbiy yordam ilmiy markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Yunusobod tumani, Toshkent shahri",Syezd,2026-11-05,2026-11-06
Tez tibbiy yordamni tashkil etishning dolzarb muammolari,Respublika tez tibbiy yordam markazi,"Tibbiyot, farmakologiya va sport",Qoraqalpog'iston,"Nukus shahri, Qoraqalpog‘iston Respublikasi",Anjuman,2026-04-09,2026-04-11
Fundamental tibbiyot: yutuqlar va istiqbollar,Samarqand Zarmed universiteti,"Tibbiyot, farmakologiya va sport",Samarqand,"Samarqand shahri, Samarqand viloyati",Anjuman,2026-03-27,2026-03-28
"""Klinik psixologiya, neyropsixologiya va psixomotor terapiyaning dolzarb muammolari"". I-O‘zbekiston-Fransiya forumi",Toshkent tibbiyot akademiyasi Urganch filiali,"Tibbiyot, farmakologiya va sport",Xorazm,"Urganch shahri, Xorazm viloyati",Anjuman,2026-04-29,2026-04-30
Sport sohasida ilmiy tadqiqotlarni qo‘llashda zamonaviy innovatsion texnologiyalardan foydalanishning muammo va yechimlari.,O‘zbekiston davlat jismoniy tarbiya va sport universiteti Nukus filiali,"Tibbiyot, farmakologiya va sport",Qoraqalpog'iston,"Nukus shahri, Qoraqalpog‘iston Respublikasi",Anjuman,2026-04-10,2026-04-11
Oilaviy tibbiyotda ichki kasalliklar,Abu Ali ibn Sino nomidagi Buxoro davlat tibbiyot instituti,"Tibbiyot, farmakologiya va sport",Buxoro,"Buxoro shahri, Buxoro",Anjuman,2026-11-26,2026-11-26
Zamonaviy tibbiyotda xalq tabobati va fundamental fanlar integratsiyasi: innovatsion yechimlar platformasi,University of Business and Science,"Tibbiyot, farmakologiya va sport",Namangan,"Namangan shahri, Namangan viloyati",Anjuman,2026-05-01,2026-05-02
Amaliy pediatriyaning dolzarb masalalari,Bolalar Milliy Tibbiyot Markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Yashnobod tumani, Toshkent shahri",Anjuman,2026-06-12,2026-06-13
Dyushenn mushak distrofiyasi va SMAni tashxislash va davolash bo‘yicha xalqaro standartlar,Respublika ixtisoslashtirilgan ona va bola salomatligi ilmiy- amaliy tibbiyot markazi (RIOvaBSIATM),"Tibbiyot, farmakologiya va sport",Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Anjuman,2026-04-02,2026-04-04
“Zamonaviy onkologiyaning dolzarb muammolari va rivojlanish istiqbollari” mavzusidagi Turkiy davlatlar onkologlarining II Kongressi,Respublika ixtisoslashtirilgan onkologiya va radiologiya ilmiy-amaliy tibbiyot markazi,"Tibbiyot, farmakologiya va sport",Samarqand,"Samarqand shahri, Samarqand viloyati",Kongress,2026-04-09,2026-04-10
Turkiy davlatlar olimlarining neyromodulyatsiya muammolariga bag‘ishlangan III simpoziumi,Samarqand davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Samarqand,"Samarqand shahri, Samarqand viloyati",Simpozium,2026-05-22,2026-05-23
Akusherlik va ginekologiyada innovatsion zamonaviy yondashuvlar va multidissiplinar integratsiya,Abu Ali ibn Sino nomidagi Buxoro davlat tibbiyot instituti,"Tibbiyot, farmakologiya va sport",Buxoro,"Buxoro shahri, Buxoro",Anjuman,2026-02-21,2026-02-22
Sud-tibbiy ekspertiza va kriminalistikaning dolzarb masalalari,Respublika sud-tibbiy ekspertiza ilmiy-amaliy markazi,"Tibbiyot, farmakologiya va sport",Qoraqalpog'iston,"Nukus shahri, Qoraqalpog‘iston Respublikasi",Anjuman,2026-09-07,2026-09-09
Otorinolaringologiyadagi zamonaviy yutuqlar,Bolalar Milliy Tibbiyot Markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Anjuman,2026-10-23,2026-10-24
O‘zbekiston ftiziatrlar va pulmonologlarining IX s’ezdi,Akademik Sh.Alimov nomidagi Respublika ixtisoslashtirilgan ftiziatriya va pulmonologiya ilmiy-amaliy tibbiyot markazi,"Tibbiyot, farmakologiya va sport",Toshkent,"Shayxontohur tumani, Toshkent shahri",Syezd,2026-09-24,2026-09-25
Revmatologlarning 8-Yevroosiyo Kongressi,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-10-09,2026-10-10
